[OK] Loka is running
[RESUME] Skipping first 318,600 rows; resuming from 32,877,248 triples already inserted
Loading dataset 'philippesaade/wikidata' (split=train, streaming)...
Skipping 318,600 rows from previous state...
  ... skipped 5,000
  ... skipped 10,000
  ... skipped 15,000
  ... skipped 20,000
  ... skipped 25,000
  ... skipped 30,000
  ... skipped 35,000
  ... skipped 40,000
  ... skipped 45,000
  ... skipped 50,000
  ... skipped 55,000
  ... skipped 60,000
  ... skipped 65,000
  ... skipped 70,000
  ... skipped 75,000
  ... skipped 80,000
  ... skipped 85,000
  ... skipped 90,000
  ... skipped 95,000
  ... skipped 100,000
  ... skipped 105,000
  ... skipped 110,000
  ... skipped 115,000
  ... skipped 120,000
  ... skipped 125,000
  ... skipped 130,000
  ... skipped 135,000
  ... skipped 140,000
  ... skipped 145,000
  ... skipped 150,000
  ... skipped 155,000
  ... skipped 160,000
  ... skipped 165,000
  ... skipped 170,000
  ... skipped 175,000
  ... skipped 180,000
  ... skipped 185,000
  ... skipped 190,000
  ... skipped 195,000
  ... skipped 200,000
  ... skipped 205,000
  ... skipped 210,000
  ... skipped 215,000
  ... skipped 220,000
  ... skipped 225,000
  ... skipped 230,000
  ... skipped 235,000
  ... skipped 240,000
  ... skipped 245,000
  ... skipped 250,000
  ... skipped 255,000
  ... skipped 260,000
  ... skipped 265,000
  ... skipped 270,000
  ... skipped 275,000
  ... skipped 280,000
  ... skipped 285,000
  ... skipped 290,000
  ... skipped 295,000
  ... skipped 300,000
  ... skipped 305,000
  ... skipped 310,000
  ... skipped 315,000

--- Streaming entities; target 50,000,000 triples ---

  rows=318,623  triples=32,878,263  (3 ent/s, 138 triples/s, errors=0)
  rows=561,701  triples=47,834,748  (6 ent/s, 358 triples/s, errors=83446)
  rows=561,735  triples=47,836,827  (6 ent/s, 358 triples/s, errors=83447)
  rows=561,763  triples=47,837,840  (6 ent/s, 358 triples/s, errors=83447)
  rows=561,787  triples=47,839,977  (6 ent/s, 358 triples/s, errors=83452)
  rows=561,821  triples=47,841,604  (6 ent/s, 358 triples/s, errors=83456)
  rows=561,865  triples=47,843,715  (6 ent/s, 358 triples/s, errors=83460)
  rows=561,897  triples=47,845,730  (6 ent/s, 358 triples/s, errors=83478)
  rows=561,939  triples=47,847,788  (6 ent/s, 358 triples/s, errors=83479)
  rows=561,977  triples=47,849,868  (6 ent/s, 358 triples/s, errors=83480)
  rows=562,001  triples=47,851,242  (6 ent/s, 358 triples/s, errors=83480)
  rows=562,042  triples=47,853,264  (6 ent/s, 358 triples/s, errors=83483)
  rows=562,086  triples=47,855,407  (6 ent/s, 358 triples/s, errors=83488)
  rows=562,128  triples=47,857,518  (6 ent/s, 358 triples/s, errors=83496)
  rows=562,168  triples=47,859,670  (6 ent/s, 358 triples/s, errors=83509)
  rows=562,194  triples=47,861,730  (6 ent/s, 358 triples/s, errors=83524)
  rows=562,218  triples=47,863,139  (6 ent/s, 358 triples/s, errors=83539)
  rows=562,248  triples=47,865,169  (6 ent/s, 358 triples/s, errors=83543)
  rows=562,282  triples=47,867,274  (6 ent/s, 358 triples/s, errors=83545)
  rows=562,307  triples=47,869,342  (6 ent/s, 358 triples/s, errors=83550)
  rows=562,338  triples=47,871,437  (6 ent/s, 358 triples/s, errors=83563)
  rows=562,364  triples=47,873,721  (6 ent/s, 358 triples/s, errors=83563)
  rows=562,392  triples=47,876,026  (6 ent/s, 358 triples/s, errors=83564)
  rows=562,415  triples=47,877,533  (6 ent/s, 358 triples/s, errors=83565)
  rows=562,454  triples=47,879,720  (6 ent/s, 358 triples/s, errors=83580)
  rows=562,484  triples=47,881,769  (6 ent/s, 358 triples/s, errors=83581)
  rows=562,515  triples=47,883,809  (6 ent/s, 358 triples/s, errors=83581)
  rows=562,547  triples=47,885,899  (6 ent/s, 358 triples/s, errors=83593)
  rows=562,581  triples=47,888,008  (6 ent/s, 358 triples/s, errors=83601)
  rows=562,617  triples=47,890,058  (6 ent/s, 358 triples/s, errors=83602)
  rows=562,657  triples=47,892,280  (6 ent/s, 358 triples/s, errors=83603)
  rows=562,683  triples=47,894,568  (6 ent/s, 358 triples/s, errors=83611)
  rows=562,704  triples=47,896,624  (6 ent/s, 358 triples/s, errors=83618)
  rows=562,737  triples=47,898,814  (6 ent/s, 358 triples/s, errors=83635)
  rows=562,775  triples=47,900,884  (6 ent/s, 358 triples/s, errors=83636)
  rows=562,813  triples=47,902,834  (6 ent/s, 358 triples/s, errors=83646)
  rows=562,845  triples=47,904,846  (6 ent/s, 358 triples/s, errors=83654)
  rows=562,884  triples=47,906,931  (6 ent/s, 358 triples/s, errors=83654)
  rows=562,915  triples=47,909,090  (6 ent/s, 358 triples/s, errors=83655)
  rows=562,948  triples=47,911,124  (6 ent/s, 358 triples/s, errors=83656)
  rows=562,986  triples=47,913,215  (6 ent/s, 358 triples/s, errors=83659)
  rows=563,017  triples=47,915,093  (6 ent/s, 358 triples/s, errors=83661)
  rows=563,053  triples=47,917,164  (6 ent/s, 358 triples/s, errors=83662)
  rows=563,096  triples=47,919,353  (6 ent/s, 358 triples/s, errors=83664)
  rows=563,141  triples=47,921,381  (6 ent/s, 358 triples/s, errors=83667)
  rows=563,182  triples=47,923,450  (6 ent/s, 358 triples/s, errors=83673)
  rows=563,213  triples=47,925,512  (6 ent/s, 358 triples/s, errors=83676)
  rows=563,243  triples=47,927,817  (6 ent/s, 358 triples/s, errors=83691)
  rows=563,273  triples=47,929,913  (6 ent/s, 358 triples/s, errors=83704)
  rows=563,304  triples=47,932,007  (6 ent/s, 358 triples/s, errors=83705)
  rows=563,353  triples=47,934,033  (6 ent/s, 358 triples/s, errors=83707)
  rows=563,381  triples=47,935,976  (6 ent/s, 358 triples/s, errors=83897)
  rows=563,402  triples=47,937,373  (6 ent/s, 358 triples/s, errors=83899)
  rows=563,424  triples=47,939,469  (6 ent/s, 358 triples/s, errors=83910)
  rows=563,457  triples=47,941,591  (6 ent/s, 358 triples/s, errors=83910)
  rows=563,486  triples=47,943,787  (6 ent/s, 358 triples/s, errors=83915)
  rows=563,531  triples=47,945,886  (6 ent/s, 358 triples/s, errors=83917)
  rows=563,563  triples=47,947,950  (6 ent/s, 358 triples/s, errors=83933)
  rows=563,581  triples=47,948,953  (6 ent/s, 358 triples/s, errors=83935)
  rows=563,615  triples=47,950,874  (6 ent/s, 358 triples/s, errors=83935)
  rows=563,651  triples=47,952,920  (6 ent/s, 358 triples/s, errors=83949)
  rows=563,679  triples=47,955,075  (6 ent/s, 358 triples/s, errors=83955)
  rows=563,717  triples=47,957,123  (6 ent/s, 358 triples/s, errors=83957)
  rows=563,744  triples=47,959,239  (6 ent/s, 358 triples/s, errors=83965)
  rows=563,768  triples=47,961,292  (6 ent/s, 358 triples/s, errors=83974)
  rows=563,801  triples=47,962,940  (6 ent/s, 358 triples/s, errors=83980)
  rows=563,829  triples=47,965,025  (6 ent/s, 358 triples/s, errors=83982)
  rows=563,853  triples=47,967,064  (6 ent/s, 358 triples/s, errors=83986)
  rows=563,889  triples=47,969,200  (6 ent/s, 358 triples/s, errors=83987)
  rows=563,920  triples=47,971,674  (6 ent/s, 358 triples/s, errors=83990)
  rows=563,958  triples=47,973,815  (6 ent/s, 358 triples/s, errors=83991)
  rows=563,991  triples=47,975,842  (6 ent/s, 358 triples/s, errors=83994)
  rows=564,021  triples=47,977,472  (6 ent/s, 358 triples/s, errors=83998)
  rows=564,070  triples=47,979,654  (6 ent/s, 358 triples/s, errors=84000)
  rows=564,118  triples=47,981,710  (6 ent/s, 358 triples/s, errors=84006)
  rows=564,154  triples=47,983,825  (6 ent/s, 358 triples/s, errors=84006)
  rows=564,197  triples=47,985,844  (6 ent/s, 358 triples/s, errors=84008)
  rows=564,242  triples=47,988,088  (6 ent/s, 358 triples/s, errors=84014)
  rows=564,288  triples=47,990,195  (6 ent/s, 358 triples/s, errors=84023)
  rows=564,328  triples=47,992,317  (6 ent/s, 358 triples/s, errors=84023)
  rows=564,360  triples=47,994,471  (6 ent/s, 358 triples/s, errors=84023)
  rows=564,393  triples=47,996,518  (6 ent/s, 358 triples/s, errors=84024)
  rows=564,425  triples=47,997,765  (6 ent/s, 358 triples/s, errors=84025)
  rows=564,467  triples=47,999,843  (6 ent/s, 358 triples/s, errors=84045)
  rows=564,502  triples=48,001,909  (6 ent/s, 358 triples/s, errors=84050)
  rows=564,537  triples=48,003,912  (6 ent/s, 358 triples/s, errors=84059)
  rows=564,566  triples=48,006,125  (6 ent/s, 358 triples/s, errors=84066)
  rows=564,589  triples=48,008,152  (6 ent/s, 358 triples/s, errors=84067)
  rows=564,618  triples=48,010,221  (6 ent/s, 358 triples/s, errors=84068)
  rows=564,647  triples=48,012,418  (6 ent/s, 358 triples/s, errors=84075)
  rows=564,676  triples=48,014,494  (6 ent/s, 358 triples/s, errors=84079)
  rows=564,704  triples=48,016,544  (6 ent/s, 358 triples/s, errors=84082)
  rows=564,733  triples=48,018,615  (6 ent/s, 358 triples/s, errors=84224)
  rows=564,768  triples=48,020,619  (6 ent/s, 358 triples/s, errors=84248)
  rows=564,801  triples=48,022,205  (6 ent/s, 358 triples/s, errors=84257)
  rows=564,836  triples=48,024,224  (6 ent/s, 358 triples/s, errors=84262)
  rows=564,872  triples=48,026,446  (6 ent/s, 358 triples/s, errors=84264)
  rows=564,907  triples=48,028,508  (6 ent/s, 358 triples/s, errors=84275)
  rows=564,941  triples=48,030,627  (6 ent/s, 358 triples/s, errors=84277)
  rows=564,976  triples=48,032,704  (6 ent/s, 358 triples/s, errors=84294)
  rows=565,013  triples=48,034,828  (6 ent/s, 358 triples/s, errors=84294)
  rows=565,047  triples=48,036,859  (6 ent/s, 358 triples/s, errors=84304)
  rows=565,084  triples=48,038,961  (6 ent/s, 358 triples/s, errors=84314)
  rows=565,125  triples=48,041,114  (6 ent/s, 358 triples/s, errors=84321)
  rows=565,161  triples=48,043,216  (6 ent/s, 358 triples/s, errors=84329)
  rows=565,201  triples=48,044,969  (6 ent/s, 358 triples/s, errors=84331)
  rows=565,236  triples=48,047,127  (6 ent/s, 358 triples/s, errors=84333)
  rows=565,275  triples=48,049,208  (6 ent/s, 358 triples/s, errors=84336)
  rows=565,306  triples=48,051,228  (6 ent/s, 358 triples/s, errors=84360)
  rows=565,345  triples=48,053,401  (6 ent/s, 358 triples/s, errors=84360)
  rows=565,386  triples=48,055,508  (6 ent/s, 358 triples/s, errors=84367)
  rows=565,399  triples=48,055,508  (6 ent/s, 358 triples/s, errors=84367)
  rows=565,415  triples=48,057,267  (6 ent/s, 358 triples/s, errors=84367)
  rows=565,453  triples=48,059,310  (6 ent/s, 358 triples/s, errors=84367)
  rows=565,488  triples=48,061,604  (6 ent/s, 358 triples/s, errors=84371)
  rows=565,524  triples=48,063,689  (6 ent/s, 358 triples/s, errors=84378)
  rows=565,559  triples=48,065,842  (6 ent/s, 358 triples/s, errors=84383)
  rows=565,590  triples=48,067,849  (6 ent/s, 358 triples/s, errors=84404)
  rows=565,620  triples=48,069,273  (6 ent/s, 358 triples/s, errors=84408)
  rows=565,656  triples=48,071,332  (6 ent/s, 358 triples/s, errors=84414)
  rows=565,687  triples=48,073,411  (6 ent/s, 358 triples/s, errors=84422)
  rows=565,715  triples=48,075,586  (6 ent/s, 358 triples/s, errors=84433)
  rows=565,749  triples=48,077,809  (6 ent/s, 358 triples/s, errors=84438)
  rows=565,785  triples=48,079,875  (6 ent/s, 358 triples/s, errors=84454)
  rows=565,820  triples=48,081,726  (6 ent/s, 358 triples/s, errors=84461)
  rows=565,849  triples=48,083,821  (6 ent/s, 358 triples/s, errors=84469)
  rows=565,884  triples=48,085,887  (6 ent/s, 358 triples/s, errors=84475)
  rows=565,918  triples=48,087,887  (6 ent/s, 358 triples/s, errors=84526)
  rows=565,945  triples=48,089,954  (6 ent/s, 358 triples/s, errors=84531)
  rows=565,972  triples=48,092,206  (6 ent/s, 358 triples/s, errors=84542)
  rows=565,999  triples=48,094,339  (6 ent/s, 358 triples/s, errors=84563)
  rows=566,031  triples=48,096,424  (6 ent/s, 358 triples/s, errors=84565)
  rows=566,060  triples=48,098,582  (6 ent/s, 358 triples/s, errors=84575)
  rows=566,096  triples=48,100,659  (6 ent/s, 358 triples/s, errors=84586)
  rows=566,125  triples=48,102,743  (6 ent/s, 358 triples/s, errors=84597)
  rows=566,154  triples=48,104,899  (6 ent/s, 358 triples/s, errors=84604)
  rows=566,184  triples=48,106,938  (6 ent/s, 358 triples/s, errors=84616)
  rows=566,215  triples=48,109,315  (6 ent/s, 358 triples/s, errors=84618)
  rows=566,243  triples=48,111,496  (6 ent/s, 358 triples/s, errors=84620)
  rows=566,273  triples=48,113,528  (6 ent/s, 358 triples/s, errors=84630)
  rows=566,306  triples=48,115,639  (6 ent/s, 358 triples/s, errors=84633)
  rows=566,338  triples=48,117,698  (6 ent/s, 358 triples/s, errors=84649)
  rows=566,369  triples=48,119,790  (6 ent/s, 358 triples/s, errors=84673)
  rows=566,401  triples=48,121,572  (6 ent/s, 358 triples/s, errors=84683)
  rows=566,440  triples=48,123,622  (6 ent/s, 358 triples/s, errors=84694)
  rows=566,481  triples=48,125,648  (6 ent/s, 358 triples/s, errors=84702)
  rows=566,518  triples=48,127,679  (6 ent/s, 358 triples/s, errors=84704)
  rows=566,559  triples=48,129,717  (6 ent/s, 358 triples/s, errors=84709)
  rows=566,591  triples=48,131,782  (6 ent/s, 358 triples/s, errors=84714)
  rows=566,617  triples=48,133,572  (6 ent/s, 358 triples/s, errors=84717)
  rows=566,656  triples=48,135,601  (6 ent/s, 358 triples/s, errors=84717)
  rows=566,693  triples=48,137,616  (6 ent/s, 358 triples/s, errors=84731)
  rows=566,729  triples=48,139,788  (6 ent/s, 358 triples/s, errors=84735)
  rows=566,776  triples=48,141,905  (6 ent/s, 358 triples/s, errors=84742)
  rows=566,801  triples=48,143,306  (6 ent/s, 358 triples/s, errors=84742)
  rows=566,832  triples=48,145,341  (6 ent/s, 358 triples/s, errors=84751)
  rows=566,868  triples=48,147,457  (6 ent/s, 358 triples/s, errors=84752)
  rows=566,893  triples=48,149,668  (6 ent/s, 358 triples/s, errors=84764)
  rows=566,927  triples=48,151,750  (6 ent/s, 358 triples/s, errors=84769)
  rows=566,968  triples=48,153,857  (6 ent/s, 358 triples/s, errors=84774)
  rows=567,001  triples=48,155,735  (6 ent/s, 358 triples/s, errors=84787)
  rows=567,038  triples=48,157,815  (6 ent/s, 358 triples/s, errors=84797)
  rows=567,080  triples=48,159,881  (6 ent/s, 358 triples/s, errors=84806)
  rows=567,125  triples=48,161,976  (6 ent/s, 358 triples/s, errors=84809)
  rows=567,165  triples=48,164,087  (6 ent/s, 358 triples/s, errors=84809)
  rows=567,201  triples=48,165,862  (6 ent/s, 358 triples/s, errors=84813)
  rows=567,217  triples=48,165,862  (6 ent/s, 358 triples/s, errors=84813)
  rows=567,237  triples=48,167,926  (6 ent/s, 358 triples/s, errors=84860)
  rows=567,259  triples=48,168,967  (6 ent/s, 358 triples/s, errors=84862)
  rows=567,283  triples=48,170,045  (6 ent/s, 358 triples/s, errors=84866)
  rows=567,332  triples=48,172,109  (6 ent/s, 358 triples/s, errors=84875)
  rows=567,368  triples=48,174,203  (6 ent/s, 358 triples/s, errors=84883)
  rows=567,401  triples=48,175,792  (6 ent/s, 358 triples/s, errors=84886)
  rows=567,432  triples=48,177,908  (6 ent/s, 358 triples/s, errors=84897)
  rows=567,474  triples=48,179,955  (6 ent/s, 358 triples/s, errors=84897)
  rows=567,500  triples=48,182,005  (6 ent/s, 358 triples/s, errors=84904)
  rows=567,540  triples=48,184,144  (6 ent/s, 358 triples/s, errors=84904)
  rows=567,570  triples=48,186,280  (6 ent/s, 358 triples/s, errors=84908)
  rows=567,601  triples=48,188,170  (6 ent/s, 358 triples/s, errors=84911)
  rows=567,642  triples=48,190,213  (6 ent/s, 358 triples/s, errors=84918)
  rows=567,676  triples=48,192,353  (6 ent/s, 358 triples/s, errors=84930)
  rows=567,710  triples=48,194,425  (6 ent/s, 358 triples/s, errors=84938)
  rows=567,744  triples=48,196,519  (6 ent/s, 358 triples/s, errors=84943)
  rows=567,779  triples=48,198,590  (6 ent/s, 358 triples/s, errors=84961)
  rows=567,822  triples=48,200,969  (6 ent/s, 358 triples/s, errors=84988)
  rows=567,867  triples=48,203,046  (6 ent/s, 358 triples/s, errors=84990)
  rows=567,913  triples=48,205,166  (6 ent/s, 358 triples/s, errors=84991)
  rows=567,949  triples=48,207,206  (6 ent/s, 358 triples/s, errors=84991)
  rows=567,983  triples=48,209,245  (6 ent/s, 358 triples/s, errors=84995)
  rows=568,001  triples=48,210,384  (6 ent/s, 358 triples/s, errors=85001)
  rows=568,032  triples=48,212,413  (6 ent/s, 358 triples/s, errors=85007)
  rows=568,060  triples=48,214,465  (6 ent/s, 358 triples/s, errors=85017)
  rows=568,105  triples=48,216,620  (6 ent/s, 358 triples/s, errors=85022)
  rows=568,134  triples=48,218,713  (6 ent/s, 358 triples/s, errors=85022)
  rows=568,172  triples=48,220,839  (6 ent/s, 358 triples/s, errors=85027)
  rows=568,221  triples=48,223,268  (6 ent/s, 358 triples/s, errors=85029)
  rows=568,260  triples=48,225,340  (6 ent/s, 358 triples/s, errors=85037)
  rows=568,288  triples=48,227,458  (6 ent/s, 358 triples/s, errors=85039)
  rows=568,323  triples=48,229,682  (6 ent/s, 358 triples/s, errors=85040)
  rows=568,356  triples=48,231,757  (6 ent/s, 358 triples/s, errors=85044)
  rows=568,386  triples=48,233,779  (6 ent/s, 358 triples/s, errors=85048)
  rows=568,418  triples=48,235,573  (6 ent/s, 358 triples/s, errors=85051)
  rows=568,456  triples=48,237,667  (6 ent/s, 358 triples/s, errors=85051)
  rows=568,493  triples=48,239,758  (6 ent/s, 358 triples/s, errors=85055)
  rows=568,526  triples=48,241,819  (6 ent/s, 358 triples/s, errors=85064)
  rows=568,568  triples=48,243,843  (6 ent/s, 358 triples/s, errors=85075)
  rows=568,600  triples=48,245,966  (6 ent/s, 358 triples/s, errors=85075)
  rows=568,636  triples=48,248,130  (6 ent/s, 358 triples/s, errors=85077)
  rows=568,672  triples=48,250,181  (6 ent/s, 358 triples/s, errors=85081)
  rows=568,711  triples=48,252,351  (6 ent/s, 358 triples/s, errors=85087)
  rows=568,745  triples=48,254,433  (6 ent/s, 358 triples/s, errors=85091)
  rows=568,780  triples=48,256,546  (6 ent/s, 358 triples/s, errors=85094)
  rows=568,821  triples=48,258,795  (6 ent/s, 358 triples/s, errors=85098)
  rows=568,852  triples=48,261,016  (6 ent/s, 358 triples/s, errors=85136)
  rows=568,887  triples=48,263,173  (6 ent/s, 358 triples/s, errors=85140)
  rows=568,923  triples=48,265,309  (6 ent/s, 358 triples/s, errors=85142)
  rows=568,961  triples=48,267,371  (6 ent/s, 358 triples/s, errors=85142)
  rows=569,001  triples=48,269,388  (6 ent/s, 358 triples/s, errors=85142)
  rows=569,035  triples=48,270,466  (6 ent/s, 358 triples/s, errors=85143)
  rows=569,061  triples=48,272,550  (6 ent/s, 358 triples/s, errors=85155)
  rows=569,094  triples=48,274,653  (6 ent/s, 358 triples/s, errors=85157)
  rows=569,133  triples=48,276,692  (6 ent/s, 358 triples/s, errors=85172)
  rows=569,170  triples=48,278,759  (6 ent/s, 358 triples/s, errors=85173)
  rows=569,200  triples=48,280,788  (6 ent/s, 358 triples/s, errors=85178)
  rows=569,230  triples=48,282,801  (6 ent/s, 358 triples/s, errors=85219)
  rows=569,272  triples=48,284,903  (6 ent/s, 358 triples/s, errors=85229)
  rows=569,309  triples=48,286,970  (6 ent/s, 358 triples/s, errors=85231)
  rows=569,343  triples=48,289,082  (6 ent/s, 358 triples/s, errors=85235)
  rows=569,377  triples=48,291,207  (6 ent/s, 358 triples/s, errors=85236)
  rows=569,417  triples=48,293,834  (6 ent/s, 358 triples/s, errors=85237)
  rows=569,449  triples=48,296,160  (6 ent/s, 358 triples/s, errors=85258)
  rows=569,481  triples=48,298,234  (6 ent/s, 358 triples/s, errors=85264)
  rows=569,522  triples=48,300,261  (6 ent/s, 358 triples/s, errors=85279)
  rows=569,554  triples=48,302,412  (6 ent/s, 358 triples/s, errors=85283)
  rows=569,588  triples=48,304,531  (6 ent/s, 358 triples/s, errors=85299)
  rows=569,615  triples=48,306,419  (6 ent/s, 358 triples/s, errors=85299)
  rows=569,651  triples=48,308,525  (6 ent/s, 358 triples/s, errors=85304)
  rows=569,692  triples=48,310,632  (6 ent/s, 358 triples/s, errors=85306)
  rows=569,730  triples=48,312,738  (6 ent/s, 358 triples/s, errors=85309)
  rows=569,769  triples=48,314,853  (6 ent/s, 358 triples/s, errors=85313)
  rows=569,801  triples=48,316,648  (6 ent/s, 358 triples/s, errors=85321)
  rows=569,834  triples=48,318,713  (6 ent/s, 358 triples/s, errors=85325)
  rows=569,873  triples=48,320,934  (6 ent/s, 358 triples/s, errors=85341)
  rows=569,907  triples=48,322,948  (6 ent/s, 358 triples/s, errors=85346)
  rows=569,947  triples=48,325,015  (6 ent/s, 358 triples/s, errors=85349)
  rows=569,990  triples=48,327,113  (6 ent/s, 358 triples/s, errors=85362)
  rows=570,026  triples=48,328,522  (6 ent/s, 358 triples/s, errors=85363)
  rows=570,057  triples=48,330,578  (6 ent/s, 358 triples/s, errors=85367)
  rows=570,092  triples=48,332,662  (6 ent/s, 358 triples/s, errors=85367)
  rows=570,129  triples=48,334,874  (6 ent/s, 358 triples/s, errors=85370)
  rows=570,170  triples=48,336,870  (6 ent/s, 358 triples/s, errors=85384)
  rows=570,215  triples=48,339,089  (6 ent/s, 358 triples/s, errors=85385)
  rows=570,256  triples=48,341,109  (6 ent/s, 358 triples/s, errors=85389)
  rows=570,304  triples=48,343,244  (6 ent/s, 358 triples/s, errors=85395)
  rows=570,336  triples=48,345,264  (6 ent/s, 358 triples/s, errors=85412)
  rows=570,369  triples=48,347,318  (6 ent/s, 358 triples/s, errors=85412)
  rows=570,401  triples=48,349,239  (6 ent/s, 358 triples/s, errors=85420)
  rows=570,425  triples=48,351,339  (6 ent/s, 358 triples/s, errors=85420)
  rows=570,465  triples=48,353,449  (6 ent/s, 358 triples/s, errors=85437)
  rows=570,498  triples=48,355,578  (6 ent/s, 358 triples/s, errors=85440)
  rows=570,526  triples=48,357,628  (6 ent/s, 358 triples/s, errors=85444)
  rows=570,574  triples=48,359,706  (6 ent/s, 358 triples/s, errors=85446)
  rows=570,619  triples=48,361,896  (6 ent/s, 358 triples/s, errors=85447)
  rows=570,653  triples=48,363,960  (6 ent/s, 358 triples/s, errors=85452)
  rows=570,683  triples=48,366,043  (6 ent/s, 358 triples/s, errors=85461)
  rows=570,724  triples=48,368,098  (6 ent/s, 358 triples/s, errors=85465)
  rows=570,762  triples=48,370,126  (6 ent/s, 358 triples/s, errors=85465)
  rows=570,798  triples=48,372,183  (6 ent/s, 358 triples/s, errors=85467)
  rows=570,830  triples=48,374,468  (6 ent/s, 358 triples/s, errors=85476)
  rows=570,853  triples=48,375,473  (6 ent/s, 358 triples/s, errors=85477)
  rows=570,877  triples=48,377,523  (6 ent/s, 358 triples/s, errors=85480)
  rows=570,914  triples=48,379,569  (6 ent/s, 358 triples/s, errors=85482)
  rows=570,956  triples=48,381,712  (6 ent/s, 358 triples/s, errors=85483)
  rows=570,992  triples=48,383,832  (6 ent/s, 358 triples/s, errors=85490)
  rows=571,018  triples=48,385,790  (6 ent/s, 358 triples/s, errors=85506)
  rows=571,064  triples=48,387,833  (6 ent/s, 358 triples/s, errors=85508)
  rows=571,098  triples=48,390,154  (6 ent/s, 358 triples/s, errors=85510)
  rows=571,133  triples=48,392,176  (6 ent/s, 358 triples/s, errors=85512)
  rows=571,160  triples=48,394,275  (6 ent/s, 358 triples/s, errors=85515)
  rows=571,201  triples=48,396,020  (6 ent/s, 358 triples/s, errors=85521)
  rows=571,249  triples=48,398,109  (6 ent/s, 358 triples/s, errors=85537)
  rows=571,288  triples=48,400,112  (6 ent/s, 358 triples/s, errors=85544)
  rows=571,321  triples=48,402,251  (6 ent/s, 358 triples/s, errors=85565)
  rows=571,358  triples=48,404,304  (6 ent/s, 358 triples/s, errors=85570)
  rows=571,396  triples=48,406,403  (6 ent/s, 358 triples/s, errors=85574)
  rows=571,418  triples=48,407,757  (6 ent/s, 358 triples/s, errors=85587)
  rows=571,458  triples=48,409,796  (6 ent/s, 358 triples/s, errors=85589)
  rows=571,500  triples=48,411,876  (6 ent/s, 358 triples/s, errors=85589)
  rows=571,536  triples=48,413,958  (6 ent/s, 358 triples/s, errors=85591)
  rows=571,565  triples=48,416,026  (6 ent/s, 358 triples/s, errors=85599)
  rows=571,600  triples=48,418,071  (6 ent/s, 358 triples/s, errors=85600)
  rows=571,636  triples=48,420,167  (6 ent/s, 358 triples/s, errors=85602)
  rows=571,667  triples=48,422,209  (6 ent/s, 358 triples/s, errors=85602)
  rows=571,702  triples=48,424,277  (6 ent/s, 358 triples/s, errors=85611)
  rows=571,742  triples=48,426,667  (6 ent/s, 358 triples/s, errors=85612)
  rows=571,783  triples=48,428,783  (6 ent/s, 358 triples/s, errors=85629)
  rows=571,819  triples=48,430,527  (6 ent/s, 358 triples/s, errors=85629)
  rows=571,870  triples=48,432,646  (6 ent/s, 358 triples/s, errors=85629)
  rows=571,905  triples=48,434,771  (6 ent/s, 358 triples/s, errors=85630)
  rows=571,947  triples=48,436,892  (6 ent/s, 358 triples/s, errors=85630)
  rows=571,988  triples=48,439,203  (6 ent/s, 358 triples/s, errors=85634)
  rows=572,037  triples=48,441,572  (6 ent/s, 358 triples/s, errors=85677)
  rows=572,068  triples=48,443,833  (6 ent/s, 358 triples/s, errors=85677)
  rows=572,100  triples=48,445,919  (6 ent/s, 358 triples/s, errors=85681)
  rows=572,139  triples=48,448,022  (6 ent/s, 358 triples/s, errors=85681)
  rows=572,179  triples=48,450,110  (6 ent/s, 358 triples/s, errors=85682)
  rows=572,214  triples=48,452,647  (6 ent/s, 358 triples/s, errors=85684)
  rows=572,259  triples=48,454,704  (6 ent/s, 358 triples/s, errors=85689)
  rows=572,300  triples=48,456,726  (6 ent/s, 358 triples/s, errors=85691)
  rows=572,336  triples=48,458,745  (6 ent/s, 358 triples/s, errors=85708)
  rows=572,381  triples=48,460,832  (6 ent/s, 358 triples/s, errors=85719)
  rows=572,424  triples=48,462,571  (6 ent/s, 358 triples/s, errors=85720)
  rows=572,463  triples=48,464,617  (6 ent/s, 358 triples/s, errors=85720)
  rows=572,503  triples=48,466,686  (6 ent/s, 358 triples/s, errors=85723)
  rows=572,546  triples=48,468,715  (6 ent/s, 358 triples/s, errors=85723)
  rows=572,590  triples=48,470,737  (6 ent/s, 358 triples/s, errors=85724)
  rows=572,626  triples=48,472,336  (6 ent/s, 358 triples/s, errors=85741)
  rows=572,671  triples=48,474,580  (6 ent/s, 358 triples/s, errors=85752)
  rows=572,701  triples=48,476,586  (6 ent/s, 358 triples/s, errors=85782)
  rows=572,736  triples=48,478,673  (6 ent/s, 358 triples/s, errors=85783)
  rows=572,767  triples=48,480,785  (6 ent/s, 358 triples/s, errors=85807)
  rows=572,795  triples=48,483,079  (6 ent/s, 358 triples/s, errors=85815)
  rows=572,829  triples=48,484,532  (6 ent/s, 358 triples/s, errors=85816)
  rows=572,858  triples=48,486,581  (6 ent/s, 358 triples/s, errors=85830)
  rows=572,896  triples=48,488,619  (6 ent/s, 358 triples/s, errors=85830)
  rows=572,931  triples=48,490,757  (6 ent/s, 358 triples/s, errors=85838)
  rows=572,970  triples=48,492,802  (6 ent/s, 358 triples/s, errors=85843)
  rows=572,998  triples=48,494,874  (6 ent/s, 358 triples/s, errors=85874)
  rows=573,040  triples=48,497,041  (6 ent/s, 358 triples/s, errors=85882)
